,report,meta_info,href,category,sending_time
6997,Drifts of autumn leaves.,"Fixed 16:05, 24 Jan 2014, last updated 15:09, 12 Mar 2014",https://www.fixmystreet.com/report/427567,"Reported in the Street cleaning category by Peter Macaulay at 16:05, Fri 24 January 2014",Sent to Glasgow City Council 5 minutes later
6998,Graffiti attacks entire back lane.,"Fixed 16:08, 24 Jan 2014, last updated 15:39, 15 Feb 2014",https://www.fixmystreet.com/report/427572,"Reported in the Graffiti category by Peter Macaulay at 16:08, Fri 24 January 2014",Sent to Glasgow City Council 2 minutes later
6999,Large dips in road,"20:07, 24 Jan 2014",https://www.fixmystreet.com/report/427647,"Reported in the Potholes category by Martin C at 20:07, Fri 24 January 2014",Sent to Glasgow City Council 3 minutes later
7000,Road is full of holes,"20:12, 24 Jan 2014, last updated 14:36, 25 Mar 2014",https://www.fixmystreet.com/report/427649,"Reported in the Potholes category by Martin C at 20:12, Fri 24 January 2014",Sent to Glasgow City Council 3 minutes later
7001,Large dip in Dalmarnock Road,"20:16, 24 Jan 2014",https://www.fixmystreet.com/report/427651,"Reported in the Potholes category by Martin C at 20:16, Fri 24 January 2014",Sent to Glasgow City Council 3 minutes later
7002,Pothole,"20:19, 24 Jan 2014",https://www.fixmystreet.com/report/427652,"Reported in the Potholes category by Martin C at 20:19, Fri 24 January 2014",Sent to Glasgow City Council 1 minute later
7003,Multiple potholes at traffic lights,"20:22, 24 Jan 2014",https://www.fixmystreet.com/report/427654,"Reported in the Potholes category by Martin C at 20:22, Fri 24 January 2014",Sent to Glasgow City Council 3 minutes later
7004,Huge hole in road,"20:24, 24 Jan 2014",https://www.fixmystreet.com/report/427657,"Reported in the Potholes category by Martin C at 20:24, Fri 24 January 2014",Sent to Glasgow City Council 1 minute later
7005,Hole in road surface around drain,"20:28, 24 Jan 2014",https://www.fixmystreet.com/report/427660,"Reported in the Potholes category by Martin C at 20:28, Fri 24 January 2014",Sent to Glasgow City Council 2 minutes later
7006,Trench on Roundabout,"10:11, 25 Jan 2014",https://www.fixmystreet.com/report/427753,"Reported in the Potholes category by Chris J at 10:11, Sat 25 January 2014",Sent to Glasgow City Council 4 minutes later
7007,Multiple Potholes,"10:16, 25 Jan 2014, last updated 20:27, 16 Apr 2014",https://www.fixmystreet.com/report/427756,"Reported in the Potholes category by Chris J at 10:16, Sat 25 January 2014",Sent to Glasgow City Council 4 minutes later
7008,Street Light Not Working,"Fixed 19:30, 25 Jan 2014, last updated 20:07, 4 Feb 2014",https://www.fixmystreet.com/report/428001,"Reported in the Street lighting category anonymously at 19:30, Sat 25 January 2014",Sent to Glasgow City Council 5 minutes later
7009,Large pothole,"19:33, 25 Jan 2014",https://www.fixmystreet.com/report/428002,"Reported in the Potholes category anonymously at 19:33, Sat 25 January 2014",Sent to Glasgow City Council 2 minutes later
7010,Very uneven road surface,"19:36, 25 Jan 2014",https://www.fixmystreet.com/report/428004,"Reported in the Potholes category anonymously at 19:36, Sat 25 January 2014",Sent to Glasgow City Council 4 minutes later
7011,Multiple potholes,"08:57, 26 Jan 2014, last updated 15:25, 18 May 2014",https://www.fixmystreet.com/report/427997,"Reported in the Potholes category anonymously at 08:57, Sun 26 January 2014",Sent to Glasgow City Council 3 minutes later
7012,Pothole in middle of road,"Fixed 16:36, 26 Jan 2014, last updated 19:03, 13 Feb 2014",https://www.fixmystreet.com/report/428344,"Reported via iOS in the Potholes category anonymously at 16:36, Sun 26 January 2014",Sent to Glasgow City Council 4 minutes later
7013,Multiple potholes,"23:59, 26 Jan 2014",https://www.fixmystreet.com/report/428534,"Reported in the Potholes category anonymously at 23:59, Sun 26 January 2014",Sent to Glasgow City Council 1 minute later
7014,Potholes,"00:01, 27 Jan 2014",https://www.fixmystreet.com/report/428535,"Reported in the Potholes category anonymously at 00:01, Mon 27 January 2014",Sent to Glasgow City Council 3 minutes later
7015,Pothole,"00:13, 27 Jan 2014",https://www.fixmystreet.com/report/428539,"Reported in the Potholes category anonymously at 00:13, Mon 27 January 2014",Sent to Glasgow City Council 1 minute later
7016,Potholes and uneven road surface,"00:16, 27 Jan 2014",https://www.fixmystreet.com/report/428540,"Reported in the Potholes category anonymously at 00:16, Mon 27 January 2014",Sent to Glasgow City Council 4 minutes later
7017,Pothole,"Fixed 08:44, 27 Jan 2014, last updated 09:05, 24 Feb 2014",https://www.fixmystreet.com/report/428583,"Reported in the Potholes category anonymously at 08:44, Mon 27 January 2014",Sent to Glasgow City Council 1 minute later
7018,Traffic light sequence needs fixed,"Fixed 12:11, 27 Jan 2014, last updated 13:28, 24 Feb 2014",https://www.fixmystreet.com/report/428788,"Reported in the Traffic lights category by Iain Purdie at 12:11, Mon 27 January 2014",Sent to Glasgow City Council 5 minutes later
7019,Flooded area on Alderman Road,"12:12, 27 Jan 2014, last updated 11:16, 25 Mar 2014",https://www.fixmystreet.com/report/428786,"Reported in the Roads/highways category anonymously at 12:12, Mon 27 January 2014",Sent to Glasgow City Council 3 minutes later
7020,More Abandoned Domestic Waste,"13:31, 27 Jan 2014, last updated 12:05, 30 Mar 2014",https://www.fixmystreet.com/report/428860,"Reported in the Rubbish (refuse and recycling) category anonymously at 13:31, Mon 27 January 2014",Sent to Glasgow City Council 3 minutes later
7021,Broken glass/bottles,"Fixed 15:02, 27 Jan 2014, last updated 15:47, 15 Aug 2014",https://www.fixmystreet.com/report/428921,"Reported in the Street cleaning category anonymously at 15:02, Mon 27 January 2014",Sent to Glasgow City Council 2 minutes later
7022,Rubbish,"Fixed 15:15, 27 Jan 2014, last updated 15:48, 15 Aug 2014",https://www.fixmystreet.com/report/428934,"Reported in the Street cleaning category anonymously at 15:15, Mon 27 January 2014",Sent to Glasgow City Council 5 minutes later
7023,Very rough surface,"Fixed 14:07, 28 Jan 2014, last updated 13:31, 26 Mar 2015",https://www.fixmystreet.com/report/429607,"Reported in the Potholes category anonymously at 14:07, Tue 28 January 2014",Sent to Glasgow City Council 3 minutes later
7024,Cycle traffic light blinkers,"14:15, 28 Jan 2014, last updated 12:54, 26 Mar 2014",https://www.fixmystreet.com/report/429613,"Reported in the Traffic lights category anonymously at 14:15, Tue 28 January 2014",Sent to Glasgow City Council 6 minutes later
7025,Traffic light sequence,"Fixed 16:22, 28 Jan 2014, last updated 21:06, 25 Feb 2014",https://www.fixmystreet.com/report/429699,"Reported in the Roads/highways category by Ray Hamilton at 16:22, Tue 28 January 2014",Sent to Glasgow City Council 2 minutes later
7026,Dog dirt & rubbish,"21:19, 28 Jan 2014, last updated 00:57, 26 Feb 2014",https://www.fixmystreet.com/report/429896,"Reported in the Dog fouling category anonymously at 21:19, Tue 28 January 2014",Sent to Glasgow City Council 1 minute later
7027,Street lighting,"Fixed 10:27, 29 Jan 2014, last updated 13:39, 26 Feb 2014",https://www.fixmystreet.com/report/430026,"Reported in the Street lighting category anonymously at 10:27, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7028,Street light out,"Fixed 10:32, 29 Jan 2014, last updated 13:39, 26 Feb 2014",https://www.fixmystreet.com/report/430029,"Reported in the Street lighting category by D Taggart at 10:32, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7029,Overflowing bin,"Fixed 14:39, 29 Jan 2014, last updated 10:17, 27 Feb 2014",https://www.fixmystreet.com/report/430201,"Reported in the Rubbish (refuse and recycling) category anonymously at 14:39, Wed 29 January 2014",Sent to Glasgow City Council less than a minute later
7030,Another overflowing bin,"Fixed 14:40, 29 Jan 2014, last updated 10:18, 27 Feb 2014",https://www.fixmystreet.com/report/430203,"Reported in the Rubbish (refuse and recycling) category anonymously at 14:40, Wed 29 January 2014",Sent to Glasgow City Council 5 minutes later
7031,Street cleaning required,"Fixed 14:44, 29 Jan 2014, last updated 11:28, 27 Feb 2014",https://www.fixmystreet.com/report/430205,"Reported in the Rubbish (refuse and recycling) category anonymously at 14:44, Wed 29 January 2014",Sent to Glasgow City Council 1 minute later
7032,Road surface broken over 12 feet,"Fixed 15:53, 29 Jan 2014, last updated 22:06, 26 Feb 2014",https://www.fixmystreet.com/report/430240,"Reported in the Potholes category anonymously at 15:53, Wed 29 January 2014",Sent to Glasgow City Council 1 minute later
7033,Road surface broken,"15:56, 29 Jan 2014, last updated 11:10, 25 Apr 2014",https://www.fixmystreet.com/report/430242,"Reported in the Potholes category by David Hamilton at 15:56, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7034,Buchanan Street - street light out,"18:57, 29 Jan 2014",https://www.fixmystreet.com/report/430350,"Reported in the Street lighting category anonymously at 18:57, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7035,Street light out,"22:22, 29 Jan 2014",https://www.fixmystreet.com/report/430467,"Reported in the Street lighting category by GEORGE MCKENDRICK at 22:22, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7036,Blocked drain gulley,"22:25, 29 Jan 2014",https://www.fixmystreet.com/report/430470,"Reported in the Roads/highways category by GEORGE MCKENDRICK at 22:25, Wed 29 January 2014",Sent to Glasgow City Council less than a minute later
7037,Light out,"22:28, 29 Jan 2014",https://www.fixmystreet.com/report/430472,"Reported in the Street lighting category by GEORGE MCKENDRICK at 22:28, Wed 29 January 2014",Sent to Glasgow City Council 2 minutes later
7038,Buchanan Street - 4 faulty lights,"23:22, 29 Jan 2014",https://www.fixmystreet.com/report/430494,"Reported in the Street lighting category anonymously at 23:22, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7039,Buchanan Street - 2 lights out,"23:32, 29 Jan 2014",https://www.fixmystreet.com/report/430495,"Reported in the Street lighting category anonymously at 23:32, Wed 29 January 2014",Sent to Glasgow City Council 2 minutes later
7040,Buchanan Street - 1 light out,"23:37, 29 Jan 2014",https://www.fixmystreet.com/report/430497,"Reported in the Street lighting category anonymously at 23:37, Wed 29 January 2014",Sent to Glasgow City Council 3 minutes later
7041,St Vincent Pl - one light out,"23:49, 29 Jan 2014",https://www.fixmystreet.com/report/430501,"Reported in the Street lighting category anonymously at 23:49, Wed 29 January 2014",Sent to Glasgow City Council 1 minute later
7042,Give way signage,"09:12, 30 Jan 2014",https://www.fixmystreet.com/report/430575,"Reported in the Traffic lights category anonymously at 09:12, Thu 30 January 2014",Sent to Glasgow City Council 2 minutes later
7043,Dumped Christmas Tree,"Fixed 09:23, 30 Jan 2014, last updated 08:47, 1 Feb 2014",https://www.fixmystreet.com/report/430592,"Reported in the Rubbish (refuse and recycling) category by Rosaleen Healy at 09:23, Thu 30 January 2014",Sent to Glasgow City Council 2 minutes later
7044,Manhole covering rattling,"Fixed 10:16, 30 Jan 2014, last updated 01:24, 31 May 2014",https://www.fixmystreet.com/report/430625,"Reported in the Roads/highways category anonymously at 10:16, Thu 30 January 2014",Sent to Glasgow City Council 4 minutes later
7045,Exposed Cable,"17:17, 30 Jan 2014",https://www.fixmystreet.com/report/430968,"Reported in the Roads/highways category anonymously at 17:17, Thu 30 January 2014",Sent to Glasgow City Council 3 minutes later
7046,Pothole/sunken drain or manhole,"19:43, 30 Jan 2014",https://www.fixmystreet.com/report/431054,"Reported in the Potholes category anonymously at 19:43, Thu 30 January 2014",Sent to Glasgow City Council 1 minute later
7047,Missing street lights,"Fixed 19:06, 31 Jan 2014, last updated 10:30, 2 Mar 2014",https://www.fixmystreet.com/report/431533,"Reported in the Street lighting category anonymously at 19:06, Fri 31 January 2014",Sent to Glasgow City Council 9 minutes later
7048,Pothole at bus stop,"21:40, 31 Jan 2014",https://www.fixmystreet.com/report/431634,"Reported via iOS in the Potholes category anonymously at 21:40, Fri 31 January 2014",Sent to Glasgow City Council 14 minutes later
7049,Street light out,"Fixed 19:47, 1 Feb 2014, last updated 21:55, 1 Mar 2014",https://www.fixmystreet.com/report/432037,"Reported in the Street lighting category by R. wJohnston at 19:47, Sat  1 February 2014",Sent to Glasgow City Council 11 minutes later
7050,Lights within Maryhill Park not working,"10:31, 2 Feb 2014, last updated 12:09, 26 Feb 2014",https://www.fixmystreet.com/report/432163,"Reported in the Street lighting category by Gary K at 10:31, Sun  2 February 2014",Sent to Glasgow City Council 26 minutes later
7051,Allander Walkway - Poor Condition,"10:38, 2 Feb 2014",https://www.fixmystreet.com/report/432166,"Reported in the Parks/landscapes category by Gary K at 10:38, Sun  2 February 2014",Sent to Glasgow City Council 19 minutes later
7052,Allander Walkway - Poor Condition,"10:41, 2 Feb 2014",https://www.fixmystreet.com/report/432167,"Reported in the Parks/landscapes category by Gary K at 10:41, Sun  2 February 2014",Sent to Glasgow City Council 16 minutes later
7053,2 potholes near Dobbies Garden Centre,"Fixed 12:58, 2 Feb 2014, last updated 13:31, 2 Mar 2014",https://www.fixmystreet.com/report/432216,"Reported in the Potholes category anonymously at 12:58, Sun  2 February 2014",Sent to Glasgow City Council 25 minutes later
7054,This road needs resurfaced,"15:53, 2 Feb 2014, last updated 19:05, 2 Mar 2014",https://www.fixmystreet.com/report/432311,"Reported in the Roads/highways category anonymously at 15:53, Sun  2 February 2014",Sent to Glasgow City Council 37 minutes later
7055,Slip road on to A736 just after A726,"19:21, 2 Feb 2014, last updated 21:27, 2 Mar 2014",https://www.fixmystreet.com/report/432452,"Reported in the Potholes category anonymously at 19:21, Sun  2 February 2014",Sent to Glasgow City Council 15 minutes later
7056,2 Large deep potholes at the exit from Flemington st,"Fixed 19:23, 2 Feb 2014, last updated 21:26, 2 Mar 2014",https://www.fixmystreet.com/report/432455,"Reported in the Potholes category anonymously at 19:23, Sun  2 February 2014",Sent to Glasgow City Council 14 minutes later
7057,Keppochhill rd Several potholes and broken up road surface,"19:27, 2 Feb 2014, last updated 21:28, 2 Mar 2014",https://www.fixmystreet.com/report/432457,"Reported in the Potholes category anonymously at 19:27, Sun  2 February 2014",Sent to Glasgow City Council 10 minutes later
7058,A81 under the motorway fly over,"19:31, 2 Feb 2014",https://www.fixmystreet.com/report/432460,"Reported in the Potholes category anonymously at 19:31, Sun  2 February 2014",Sent to Glasgow City Council 5 minutes later
